content,label
it ' s true when you have actually been living|probably true for those who have not|mumbai is definitely more expensive to live in than delhi,NAG
endless nonsense|how come they only realize that things were not all ok in whichever party they were when they get sacked|what were they doing all this while|if his conscience had bothered him so much|should have come clean earlier|not when you are shown the door|otherwise it simply seems like a matter of wanting to get even with your former boss|to sum it up khisiyani billi khamba nocha is the right word for people like these,CAG
no matter what world think|these potystani love their terrirists|plz ask them where usa killed osama|they will denay it too,OAG
please type amen|if you ignore you will not be able to book or test drive this bike :squinting_face_with_tongue: :squinting_face_with_tongue:,CAG
vote bank politics|let you give reservation to / as per population proportion of all castes,OAG
sanjiv sharma muslims can not be productive to india|go read some books first son|i think the only problem here is the productivity of ure parents to bring a mistake like u into our country,OAG
i respected ur voice|u proved that u r not the follower of mohd|rafi|even rafiz could have slaped on u on this statement|wat about ur concerts|wat about ur songs wen people play on their weddings|shame,CAG
do you want a list of movies which were remade from tollywood to bollywood|akshay varale,NAG
the first industrial revolution in india was brought around by it,NAG
pakistan a rogue state because today pakistanis crossed the  loc  and raped the wife and daughter of gen| rawat  and safely escaped to pakistan minister of state pm ' s office tell  ndtv ,OAG
a shame that he hosted erdogan in india|a leader who is anti - india,OAG
implementation is one step|regulating it is most important,NAG
please advice about bank nifty & how the  npa  will benefit for  psu  banks,NAG
cess on water|including mineral waters & aerated waters capped at ad valorem,NAG
air india spoils  india  name|plus  change the name|or break this airline,NAG
yeah|rather interview karina kapoor|working mom in the industry :|or someone else,CAG
not low it ' s too low|one judge for 1 lac people|this is the situation of our country,NAG
but why surge pricing|what ' s the formulae of calculating surge price,NAG
it is natural since  th they are fully involved in govt imposed demonitsation process they are unable to see their families how can they approach borrowers moreover borrowers are cashless whom to blame,CAG
i think congress will disappear from indian politics in next few years,CAG
anaa kitna paise liya yar tune bjp se samaj mai nahi ata tabhi lokpal ke liye dely jantar mantar tabhi cong ko harana tha aap ko are bodhe sudhar ja kuta sala tu bahut nich admi hai yar,OAG
& what about  gujarat state terrorism|which one is the best example of  bhagwa  terrorism,OAG
focus on making cash available then only people will support you|and speedy punishment to horaders will put fear of god in curropt|and your intention will be believed,CAG
you were also patronising communal riots,OAG
this is totally insane if kashmir citizen was not indian then way we need there country|we indians occupied them so its our duty to protect them and provide them there basic needs and wants,CAG
when they are crossing the lines over humanity|makes a scarecrow of themselves by way of human shields what is expected then|mutual disobedience of laws,CAG
belongs to people and employees|reliance employees may see a huge bonus|if not then shame on you|with the right politician on your side banking will be reliance soon as well|congratulations,NAG
felicitaciones dr|como esta usted|me alegra mucho ese premio nobel|dr|yoshinori ohsumi,NAG
 only    times | we mean lifetime | deadline expires | very easily | is it a welcome offer ,NAG
it ' s better than the fairness cream ads|this is education to the mass|grow up,OAG
what is ur view on aviation stocks|not much of movement in this series,NAG
 bjp  is the long term illness of india| isi bjp  network| bjp  sex scandle| bjp  black money boarders| bjp  violence across india| bjp  breaking leg of horse and killing| bjp  making  doctors|without any education|just for money| bjp  calling how indian soldiers wife get pregnant when rhe husband soldier is on boarder duty| bjp |instead of making development|preaching for shamshaan or grave yard|pain of india is  bjp ,CAG
he praised on the effort of curving open defecation|it has decreased to  million|by  if gone by this rate|it will vanish|modi gets credit,NAG
such ministers should teach lessons for misuse of powers|n we the public only choose such illitrate n gundas ministers,CAG
how can i believe this is indian page|so many porkis are here|what ' s the matter|why they barking|oh yes|they do not have any page,OAG
little sister,NAG
is this the real life|or is this fantasy|bajaj is bevarsi,CAG
urban naxal,CAG
 shame on pm for moking all other leaders | rather then giving true answers ,OAG
mr modi pls  shut down jnu |we do not ​ want our tax payer ' s money to be used for such terrorists,OAG
any thing to grab bigger fishes|y everything for poor and middle class|modi g,CAG
in these  days modi also controlled the global warming on mars because of his super intelligent sudhir choudhary certified  gps  chip in his  note|now|martians are thanking us like anything before for including mangalyaan dp in 2 k note|all these  days achieved us practically anything possible|even change of 2 k was achievable at all shops across length & breadth of india,CAG
